bus_id,bus_name,bus_type,dur,date_dep,date_arrival,time_dep,time_arrival,star_rate,price,seat_available,route_name,loc_dep,loc_arrival,operator
27348642,TSRTC - 14762,eGARUDA,06h 10m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 05:10:00,4.0,533,33,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
25685450,TSRTC - 1824,RAJDHANI (AC. Semi Sleeper),04h 35m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 03:35:00,3.5,480,37,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17121095,TSRTC - 1594,RAJDHANI (AC. Semi Sleeper),04h 35m,2024-08-14,2024-08-15,2024-08-14 23:10:00,2024-08-15 03:45:00,3.4,480,34,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
23770045,TSRTC - 9885,"SUPER LUXURY (NON AC, 2 + 2 PUSH BACK)",06h 10m,2024-08-14,2024-08-15,2024-08-14 23:10:00,2024-08-15 05:20:00,3.9,396,33,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17121078,TSRTC - 1616,"SUPER LUXURY (NON AC, 2 + 2 PUSH BACK)",05h 00m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 04:25:00,4.0,396,32,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
25652820,TSRTC - 16362,eGARUDA,06h 10m,2024-08-14,2024-08-15,2024-08-14 23:30:00,2024-08-15 05:40:00,3.7,533,35,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
25606667,TSRTC - 41731,"SUPER LUXURY (NON AC, 2 + 2 PUSH BACK)",04h 50m,2024-08-14,2024-08-15,2024-08-14 23:30:00,2024-08-15 04:20:00,3.8,396,33,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17121135,TSRTC - 1586,RAJDHANI (AC. Semi Sleeper),04h 35m,2024-08-14,2024-08-15,2024-08-14 23:40:00,2024-08-15 04:15:00,3.0,480,35,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17121056,TSRTC - 7762,"SUPER LUXURY (NON AC, 2 + 2 PUSH BACK)",04h 55m,2024-08-14,2024-08-15,2024-08-14 23:55:00,2024-08-15 04:50:00,3.5,396,32,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17121134,TSRTC - 1470,RAJDHANI (AC. Semi Sleeper),05h 41m,2024-08-14,2024-08-15,2024-08-14 23:59:00,2024-08-15 05:40:00,3.3,480,37,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26348503,IntrCity SmartBus,AC Seater / Sleeper (2+1),07h 00m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 06:25:00,4.6,503,34,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26058143,FRESHBUS,Electric AC Seater (2+2),06h 50m,2024-08-14,2024-08-15,2024-08-14 22:30:00,2024-08-15 05:20:00,4.6,480,20,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27267133,GMRK Tours and Travels,Volvo AC Semi Sleeper (2+2),06h 10m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 05:55:00,4.7,409,35,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
30631980,AdSri Sanvi Tours and Travels,AC Sleeper (2+1),05h 52m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 05:17:00,4.7,764,22,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28039571,IntrCity SmartBus,AC Seater / Sleeper (2+1),06h 15m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 06:00:00,4.7,503,30,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26306358,FRESHBUS,Electric AC Seater (2+2),06h 35m,2024-08-14,2024-08-15,2024-08-14 17:30:00,2024-08-15 00:05:00,4.6,450,25,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26306352,FRESHBUS,Electric AC Seater (2+2),06h 55m,2024-08-14,2024-08-14,2024-08-14 16:20:00,2024-08-14 23:15:00,4.6,450,28,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31564864,AdIntrCity SmartBus,VE AC Seater / Sleeper (2+1),06h 35m,2024-08-14,2024-08-15,2024-08-14 23:05:00,2024-08-15 05:40:00,4.7,576,33,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24442208,IntrCity SmartBus,AC Seater / Sleeper (2+1),06h 20m,2024-08-14,2024-08-15,2024-08-14 23:50:00,2024-08-15 06:10:00,4.6,614,34,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26584245,FRESHBUS,Electric AC Seater (2+2),06h 35m,2024-08-14,2024-08-15,2024-08-14 21:30:00,2024-08-15 04:05:00,4.5,450,26,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26930259,FRESHBUS,Electric AC Seater (2+2),07h 00m,2024-08-14,2024-08-14,2024-08-14 10:00:00,2024-08-14 17:00:00,4.6,480,34,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26306357,FRESHBUS,Electric AC Seater (2+2),07h 30m,2024-08-14,2024-08-14,2024-08-14 11:40:00,2024-08-14 19:10:00,4.6,450,39,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26058144,FRESHBUS,Electric AC Seater (2+2),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 05:55:00,4.5,450,36,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28937585,FRESHBUS,Electric AC Seater (2+2),05h 10m,2024-08-14,2024-08-14,2024-08-14 12:30:00,2024-08-14 17:40:00,4.6,450,36,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31076202,Zingbus Plus,AC Seater / Sleeper (2+1),06h 50m,2024-08-14,2024-08-15,2024-08-14 22:50:00,2024-08-15 05:40:00,4.6,512,24,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24091370,NueGo,Electric AC Seater (2+2),07h 25m,2024-08-14,2024-08-14,2024-08-14 09:35:00,2024-08-14 17:00:00,4.5,332,35,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
22301773,IntrCity SmartBus,AC Sleeper (2+1),06h 50m,2024-08-14,2024-08-15,2024-08-14 23:40:00,2024-08-15 06:30:00,4.5,933,25,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26058141,FRESHBUS,Electric AC Seater (2+2),07h 10m,2024-08-14,2024-08-14,2024-08-14 11:00:00,2024-08-14 18:10:00,4.5,450,38,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24576486,NueGo,Electric AC Seater (2+2),06h 15m,2024-08-14,2024-08-15,2024-08-14 21:50:00,2024-08-15 04:05:00,4.4,569,26,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
14502204,Sri Durga Malleswari Travels,AC Sleeper (2+1),07h 15m,2024-08-14,2024-08-15,2024-08-14 22:30:00,2024-08-15 05:45:00,4.5,827,16,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26762666,FRESHBUS,Electric AC Seater (2+2),07h 05m,2024-08-14,2024-08-14,2024-08-14 05:00:00,2024-08-14 12:05:00,4.6,450,32,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
30841374,IntrCity SmartBus,AC Sleeper (2+1),05h 40m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 05:25:00,4.7,1319,18,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
23890638,NueGo,Electric AC Seater (2+2),07h 30m,2024-08-14,2024-08-14,2024-08-14 04:30:00,2024-08-14 12:00:00,4.3,332,33,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26306361,FRESHBUS,Electric AC Seater (2+2),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 06:15:00,4.3,450,36,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26701808,NueGo,Electric AC Seater (2+2),07h 25m,2024-08-14,2024-08-14,2024-08-14 06:30:00,2024-08-14 13:55:00,4.3,341,25,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31360510,IntrCity SmartBus,AC Seater / Sleeper (2+1),06h 45m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 05:45:00,4.6,618,28,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
30277119,NueGo,Electric AC Seater (2+2),06h 35m,2024-08-14,2024-08-15,2024-08-14 22:35:00,2024-08-15 05:10:00,4.3,427,31,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17088349,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),06h 35m,2024-08-14,2024-08-15,2024-08-14 23:20:00,2024-08-15 05:55:00,4.3,813,34,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
13766247,Svkdt travels,AC Sleeper (2+1),06h 54m,2024-08-14,2024-08-15,2024-08-14 23:20:00,2024-08-15 06:14:00,4.3,870,18,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
9850269,Sri KVR Travels,AC Sleeper (2+1),05h 50m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 05:35:00,4.3,870,9,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
25994861,Yolo Bus,AC Seater / Sleeper (2+1),06h 19m,2024-08-14,2024-08-15,2024-08-14 23:24:00,2024-08-15 05:43:00,4.2,560,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24144678,Sri Sai Srinivasa Travels,NON AC Seater / Sleeper (2+1),06h 57m,2024-08-14,2024-08-15,2024-08-14 22:00:00,2024-08-15 04:57:00,4.5,550,28,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
23890618,NueGo,Electric AC Seater/Sleeper (2+1),07h 30m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 06:30:00,4.1,644,17,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24696605,NueGo,Electric AC Seater (2+2),07h 30m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 06:55:00,4.1,432,37,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
23890619,NueGo,Electric AC Seater (2+2),07h 25m,2024-08-14,2024-08-14,2024-08-14 14:35:00,2024-08-14 22:00:00,4.1,569,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28997141,NueGo,Electric AC Seater (2+2),06h 42m,2024-08-14,2024-08-14,2024-08-14 13:00:00,2024-08-14 19:42:00,4.2,341,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15669070,BSR Tours And Travels,VE AC Sleeper (2+1),06h 25m,2024-08-14,2024-08-15,2024-08-14 23:50:00,2024-08-15 06:15:00,4.6,1480,12,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24696606,NueGo,Electric AC Seater (2+2),07h 25m,2024-08-14,2024-08-14,2024-08-14 10:35:00,2024-08-14 18:00:00,4.1,332,38,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
23890617,NueGo,Electric AC Seater (2+2),07h 30m,2024-08-14,2024-08-15,2024-08-14 22:30:00,2024-08-15 06:00:00,4.0,427,35,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
8826342,Svkdt travels,AC Sleeper (2+1),06h 50m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 05:50:00,4.1,870,19,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
23890621,NueGo,Electric AC Seater (2+2),07h 25m,2024-08-14,2024-08-14,2024-08-14 11:35:00,2024-08-14 19:00:00,4.0,332,35,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
18934262,Sri KVR Travels,NON AC Seater / Sleeper (2+1),06h 15m,2024-08-14,2024-08-15,2024-08-14 23:30:00,2024-08-15 05:45:00,4.2,670,22,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24696607,NueGo,Electric AC Seater (2+2),07h 20m,2024-08-14,2024-08-14,2024-08-14 08:40:00,2024-08-14 16:00:00,4.0,332,34,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
11597799,Sri Durga Malleswari Travels,AC Sleeper (2+1),07h 25m,2024-08-14,2024-08-15,2024-08-14 22:30:00,2024-08-15 05:55:00,4.1,827,19,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27263773,NueGo,Electric AC Seater (2+2),06h 42m,2024-08-14,2024-08-14,2024-08-14 16:00:00,2024-08-14 22:42:00,4.3,341,30,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
8826341,Svkdt travels,AC Seater / Sleeper (2+1),06h 55m,2024-08-14,2024-08-15,2024-08-14 22:45:00,2024-08-15 05:40:00,4.1,620,23,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
30557304,NueGo,Electric AC Seater/Sleeper (2+1),07h 50m,2024-08-14,2024-08-15,2024-08-14 21:30:00,2024-08-15 05:20:00,4.0,653,18,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
30557307,NueGo,Electric AC Seater/Sleeper (2+1),07h 45m,2024-08-14,2024-08-14,2024-08-14 10:05:00,2024-08-14 17:50:00,4.1,332,30,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28997140,NueGo,Electric AC Seater (2+2),07h 12m,2024-08-14,2024-08-15,2024-08-14 22:45:00,2024-08-15 05:57:00,4.1,341,26,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26539060,Sri KVR Travels,NON AC Sleeper (2+1),06h 05m,2024-08-14,2024-08-15,2024-08-14 23:20:00,2024-08-15 05:25:00,3.9,590,24,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
12595527,V Kaveri Travels,AC Seater / Sleeper (2+1),06h 45m,2024-08-14,2024-08-15,2024-08-14 23:05:00,2024-08-15 05:50:00,3.9,650,25,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
22044141,Anjani Bus,AC Seater / Sleeper (2+1),06h 33m,2024-08-14,2024-08-15,2024-08-14 23:15:00,2024-08-15 05:48:00,3.8,499,34,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28538112,Royal Varma Travels,AC Sleeper (2+1),06h 49m,2024-08-14,2024-08-15,2024-08-14 22:28:00,2024-08-15 05:17:00,4.5,1080,17,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24706825,Orange Tours And Travels,NON AC Sleeper (2+1),06h 52m,2024-08-14,2024-08-15,2024-08-14 23:10:00,2024-08-15 06:02:00,3.8,700,19,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26708992,NueGo,Electric AC Seater (2+2),07h 13m,2024-08-14,2024-08-15,2024-08-14 23:59:00,2024-08-15 07:12:00,3.7,341,36,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
11046273,Sai RK Travels,NON AC Seater / Sleeper (2+1),07h 20m,2024-08-14,2024-08-15,2024-08-14 22:10:00,2024-08-15 05:30:00,3.7,680,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15692293,Morning Star Travels,AC Sleeper (2+1),07h 10m,2024-08-14,2024-08-15,2024-08-14 22:40:00,2024-08-15 05:50:00,3.7,890,18,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
19934295,Orange Tours And Travels,Bharat Benz AC Seater /Sleeper (2+1),07h 30m,2024-08-14,2024-08-15,2024-08-14 23:15:00,2024-08-15 06:45:00,3.6,600,37,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17038619,Orange Tours And Travels,Bharat Benz AC Sleeper (2+1),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 06:15:00,3.6,800,13,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
19508442,Orange Tours And Travels,NON AC Seater/ Sleeper (2+1),06h 05m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 05:40:00,3.5,600,41,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27326756,NueGo,Electric AC Seater (2+2),07h 22m,2024-08-14,2024-08-15,2024-08-14 23:50:00,2024-08-15 07:12:00,3.9,448,26,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
16026260,Orange Tours And Travels,Bharat Benz AC Sleeper (2+1),05h 50m,2024-08-14,2024-08-15,2024-08-14 23:55:00,2024-08-15 05:45:00,3.8,800,20,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27879850,Venkteshwara Travels,AC Sleeper (2+1),05h 40m,2024-08-14,2024-08-14,2024-08-14 15:20:00,2024-08-14 21:00:00,3.4,799,1,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
20143595,LVP Travels,AC Seater / Sleeper (2+1),06h 33m,2024-08-14,2024-08-15,2024-08-14 22:57:00,2024-08-15 05:30:00,4.0,630,27,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
14873704,Sri Durga Malleswari Travels,AC Seater / Sleeper (2+1),06h 50m,2024-08-14,2024-08-15,2024-08-14 22:40:00,2024-08-15 05:30:00,3.7,551,25,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24542253,Sri Atluri Travels,AC Seater / Sleeper (2+1),05h 45m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 04:45:00,4.0,670,28,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27398071,Sri Venkata Padmavathi Travels,NON AC Seater / Sleeper (2+1),07h 40m,2024-08-14,2024-08-15,2024-08-14 22:20:00,2024-08-15 06:00:00,3.9,827,4,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
32029588,Naveen Tours and Travels,AC Seater/Sleeper (2+1),03h 00m,2024-08-14,2024-08-14,2024-08-14 07:00:00,2024-08-14 10:00:00,,3999,44,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31991545,Naveen Tours and Travels,AC Seater / Sleeper (2+1),03h 40m,2024-08-14,2024-08-14,2024-08-14 03:05:00,2024-08-14 06:45:00,,3999,45,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31715579,Naveen Tours and Travels,AC Seater/Sleeper (2+1),03h 40m,2024-08-14,2024-08-14,2024-08-14 03:05:00,2024-08-14 06:45:00,,3999,44,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31668994,Naveen Tours and Travels,AC Seater/Sleeper (2+1),03h 00m,2024-08-14,2024-08-14,2024-08-14 07:00:00,2024-08-14 10:00:00,,3999,44,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27326755,NueGo,Electric AC Seater (2+2),06h 52m,2024-08-14,2024-08-15,2024-08-14 23:35:00,2024-08-15 06:27:00,4.0,518,31,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
16075373,Orange Tours And Travels,NON AC Seater/ Sleeper (2+1),07h 30m,2024-08-14,2024-08-15,2024-08-14 22:50:00,2024-08-15 06:20:00,3.0,500,30,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
22498098,Orange Tours And Travels,NON AC Sleeper (2+1),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 05:30:00,3.6,800,31,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
26099605,Orange Tours And Travels,Volvo Multi-Axle Sleeper AC (2+1),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:15:00,2024-08-15 05:45:00,3.2,800,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31313034,Holidays Tours and Travels,AC Seater / Sleeper (2+1),06h 03m,2024-08-14,2024-08-15,2024-08-14 23:45:00,2024-08-15 05:48:00,4.9,5281,1,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
14546671,Prasanna Travels,AC Seater / Sleeper (2+1),06h 50m,2024-08-14,2024-08-14,2024-08-14 15:40:00,2024-08-14 22:30:00,3.7,400,27,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
21700467,IntrCity SmartBus,AC Seater / Sleeper (2+1),05h 30m,2024-08-14,2024-08-14,2024-08-14 01:35:00,2024-08-14 07:05:00,4.9,677,21,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15991640,Morning Star Travels,AC Sleeper (2+1),06h 25m,2024-08-14,2024-08-15,2024-08-14 23:10:00,2024-08-15 05:35:00,3.1,790,20,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
29606443,NueGo,Electric AC Seater (2+2),06h 52m,2024-08-14,2024-08-14,2024-08-14 11:30:00,2024-08-14 18:22:00,3.6,379,28,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15021452,Nani Svkdt Travels,AC Sleeper (2+1),06h 06m,2024-08-14,2024-08-15,2024-08-14 23:20:00,2024-08-15 05:26:00,3.4,870,13,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
21522978,Mythri Tours And Travels,AC Sleeper (2+1),05h 40m,2024-08-14,2024-08-14,2024-08-14 01:00:00,2024-08-14 06:40:00,4.9,999,13,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28099341,Kaveri Travels,AC Volvo B11R Multi-Axle Sleeper (2+1),06h 03m,2024-08-14,2024-08-15,2024-08-14 23:57:00,2024-08-15 06:00:00,3.8,1260,25,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
18696224,KKaveri Travels,NON AC Seater / Sleeper (2+1),06h 45m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 05:45:00,3.4,880,21,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
22941364,Go Tour Travels and Holidays,AC Seater / Sleeper (2+1),06h 05m,2024-08-14,2024-08-15,2024-08-14 23:55:00,2024-08-15 06:00:00,3.6,970,24,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
12372352,V Kaveri Travels,AC Seater / Sleeper (2+1),07h 00m,2024-08-14,2024-08-15,2024-08-14 22:55:00,2024-08-15 05:55:00,3.3,700,26,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
16680920,Orange Tours And Travels,Bharat Benz AC Sleeper (2+1),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 05:30:00,2.8,700,22,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
30710217,GO BUS,NON AC Seater / Sleeper (2+1),06h 50m,2024-08-14,2024-08-15,2024-08-14 23:20:00,2024-08-15 06:10:00,4.3,618,24,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28681043,IntrCity SmartBus,AC Seater / Sleeper (2+1),05h 30m,2024-08-14,2024-08-14,2024-08-14 01:05:00,2024-08-14 06:35:00,3.6,663,23,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17398791,Nani’s Sai Krishna Travels,NON AC Seater / Sleeper (2+1),06h 55m,2024-08-14,2024-08-15,2024-08-14 22:40:00,2024-08-15 05:35:00,3.8,780,28,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
22292285,AVR Travels,AC Seater / Sleeper (2+1),06h 45m,2024-08-14,2024-08-15,2024-08-14 23:00:00,2024-08-15 05:45:00,2.7,449,26,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17040267,Orange Tours And Travels,AC Sleeper (2+1),06h 15m,2024-08-14,2024-08-15,2024-08-14 00:45:00,2024-08-15 07:00:00,3.9,900,21,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24208650,Sai Srinivasa Travels,AC Sleeper (2+1),07h 10m,2024-08-14,2024-08-15,2024-08-14 22:35:00,2024-08-15 05:45:00,3.7,880,19,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
12351424,V Kaveri Travels,NON AC Seater / Sleeper (2+1),06h 15m,2024-08-14,2024-08-15,2024-08-14 22:45:00,2024-08-15 05:00:00,3.5,640,27,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31795910,Mahi Trans Solutions,NON AC Seater / Sleeper (2+1),04h 45m,2024-08-14,2024-08-15,2024-08-14 00:30:00,2024-08-15 05:15:00,4.0,780,31,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
24209968,Mayuri Travels,AC Sleeper (2+1),06h 45m,2024-08-14,2024-08-15,2024-08-14 23:55:00,2024-08-15 06:40:00,3.7,1220,35,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
28614378,Sai Sri Durga Travels,NON AC Seater / Sleeper (2+1),07h 00m,2024-08-14,2024-08-15,2024-08-14 23:20:00,2024-08-15 06:20:00,3.2,3000,40,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15692292,Morning Star Travels,AC Sleeper (2+1),07h 30m,2024-08-14,2024-08-15,2024-08-14 22:30:00,2024-08-15 06:00:00,2.3,690,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
18102415,Orange Tours And Travels,AC Sleeper (2+1),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:30:00,2024-08-15 06:00:00,2.7,900,22,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17097806,IntrCity SmartBus,AC Sleeper (2+1),05h 20m,2024-08-14,2024-08-14,2024-08-14 02:35:00,2024-08-14 07:55:00,4.4,977,27,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
16101602,Orange Tours And Travels,NON AC Seater/ Sleeper (2+1),06h 50m,2024-08-14,2024-08-15,2024-08-14 00:30:00,2024-08-15 07:20:00,3.0,500,23,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27508737,Sri Venkata Padmavathi Travels,AC Seater / Sleeper (2+1),07h 00m,2024-08-14,2024-08-15,2024-08-14 23:20:00,2024-08-15 06:20:00,3.2,847,30,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
14922257,Sri KVR Travels,NON AC Seater / Sleeper (2+1),06h 30m,2024-08-14,2024-08-15,2024-08-14 23:55:00,2024-08-15 06:25:00,3.8,670,20,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15703974,Morning Star Travels,AC Sleeper (2+1),05h 20m,2024-08-14,2024-08-15,2024-08-14 01:30:00,2024-08-15 06:50:00,4.0,1190,32,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
23326963,Varun Travels,Scania AC Multi Axle Sleeper (2+1),05h 45m,2024-08-14,2024-08-15,2024-08-14 23:25:00,2024-08-15 05:10:00,3.8,800,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
27625911,Komali Travels,NON AC Seater / Sleeper (2+1),06h 31m,2024-08-14,2024-08-15,2024-08-14 00:29:00,2024-08-15 07:00:00,4.0,670,29,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15831237,Morning Star Travels,NON AC Sleeper (2+1),06h 10m,2024-08-14,2024-08-15,2024-08-14 23:30:00,2024-08-15 05:40:00,2.6,690,24,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
16685514,Mayuri Travels,NON AC Seater / Sleeper (2+1),05h 05m,2024-08-14,2024-08-15,2024-08-14 23:55:00,2024-08-15 05:00:00,3.3,780,31,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
15740787,Morning Star Travels,AC Sleeper (2+1),07h 00m,2024-08-14,2024-08-15,2024-08-14 22:15:00,2024-08-15 05:15:00,2.7,890,24,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31212135,YNR Travels,AC Sleeper (2+1),06h 45m,2024-08-14,2024-08-14,2024-08-14 16:15:00,2024-08-14 23:00:00,4.4,664,31,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
31415598,Royal Varma Travels,NON AC Seater / Sleeper (2+1),06h 40m,2024-08-14,2024-08-15,2024-08-14 22:35:00,2024-08-15 05:15:00,4.3,570,38,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
17462342,Vikram Travels,AC Sleeper (2+1),05h 16m,2024-08-14,2024-08-14,2024-08-14 03:45:00,2024-08-14 09:01:00,3.9,1000,17,Vijayawada to Hyderabad,Vijayawada,Hyderabad,govt
